RegisterationNumber,Suburb,City,Lat,Long,Name,TotalExpenditure
  CC48664,  Kaikohe,  Kaikohe,-35.405898,173.8,  Kaingahoa Marae Mataraua,"  1308,"
  CC48415,   ,  Auckland,-36.905451,174.672404,  Fatoaga O Keliso ,"  24209,"
  CC49779,  Grasmere,  Invercargill,-46.406304,168.368637,  Southland Home Birth Association Incorporated,"  0,"
  CC49447,  NSW,  Australia,failed,failed,  Network Of Caring,"  23667,"
  CC48442,  Tauranga South,  Tauranga,-37.710698,176.150299,  YMCA Tauranga Holdings Trust (Inc.),"  11675,"
  CC48692,   ,  Huntly,-37.541364,175.160057,  Matahuru Papakainga Marae Reservation,"  5421,"
  CC48653,  Hamurana,  Rotorua,-38.145007,176.223432,  Rotorua Symphonic Band Incorporated,"  486257,"
  CC48842,  Parnell,  Auckland,-36.855192,174.782944,  Figure.NZ Trust,"  78744,"
  CC48322,   ,  Timaru,-44.40316,171.238033,  Faith and Life Changing Ministries Timaru Branch,"  1000,"
  CC49416,   ,  Brightwater,-41.373519,173.105213,  South Pacific Moana Hospital Trust,"  0,"
  CC48526,  null,  Oamaru,failed,failed,  Sumpter Wharf Restoration Trust,"  120419,"
  CC48595,  Devonport,  Auckland,-36.828465,174.798784,  Global Action Plan Oceania,"  0,"
  CC48482,  Hutt Central,  Lower Hutt,-41.213341,174.92975,  The Neonatal Trust (Canterbury),"  0,"
  CC48485,   ,  Ngaruawahia,-37.672265,175.14731,  The Neonatal Trust (Waikato),"  13927,"
  CC48661,   ,  Waimate,-44.645199,170.759323,  Waimate Community Garden Incorporated,"  43630,"
  CC48656,  Kenepuru,  Porirua,-41.121272,174.874031,  Porirua Church of Christ,"  8499,"
  CC48452,  null,  Pukekohe,failed,failed,  Te Huarahi Trust,"  24491,"
  CC48575,   ,  Waipu,-35.986444,174.443277,  Waipu Joint Venture,"  56236,"
  CC48303,   ,  Thames,-37.142487,175.552206,  Thames Christian Bookshop Limited,"  24890,"
  CC48473,  Epuni,  Lower Hutt,-41.207118,174.931165,  Wellington Light of Life Chinese Church,"  663,"
  CC48591,  The Brook,  Nelson,-41.311893,173.29234,  Water for Prosperity,"  70229,"
  CC48579,   ,  Waiuku,-37.256265,174.736194,  St Andrews Community Trust,"  58844,"
  CC48691,  Otahuhu,  Auckland,-36.939606,174.846996,  The Burn Support Group Charitable Trust,"  34489,"
  CC48882,  Stoke,  Nelson,-41.275126,173.26119,  Ministry of Inspiration,"  16633,"
  CC49131,  Penrose,  Papakura,-37.060701,174.956603,  Aotearoa Football Charitable Trust,"  2453,"
  CC49170,  Hutt Central,  Lower Hutt,-41.213341,174.92975,  The Earle Manawatu/Rangitikei Creativity and Development Trust,"  9726,"
  CC48929,  Middleton,  Christchurch,-43.54306,172.587137,  Roadshow Enterprises Limited,"  807,"
  CC48727,   ,  Whakatane,-37.958777,176.978597,  Kai Tahu ki Whakatane,"  81577,"
  CC48666,   ,  Waikanae,-40.877681,175.057092,  Kapiti Coast Museum Incorporated,"  35854,"
  CC48387,   ,  Twizel,-44.255939,170.093725,  Twizel-Tekapo Community Vehicle Trust Board,"  0,"
  CC48621,  Auckland Central,  Auckland,-36.846877,174.76651,  SADD Aotearoa - Students Against Dangerous Driving Charitable Trust,"  13852,"
  CC48872,  Auckland Central,  Auckland,-36.846877,174.76651,  RJ & MI Ross No. 2 Charitable Trust,"  0,"
  CC48468,  Island Bay,  Wellington,-41.337886,174.772202,  Wellington Breastfeeding Trust,"  2008,"
  CC48971,  Petone,  Lower Hutt,-41.224432,174.887612,  Persistence Book Charity,"  207994,"
  CC48478,   ,  Waipawa,-39.943546,176.59321,  Waipawa Primary School Whanau and Friends Association,"  18916,"
  CC49055,  Onehunga,  Auckland,-36.921341,174.782703,  Third Space Trust,"  181152,"
  CC49162,   ,  Tauranga,-37.671696,176.139348,  Summerfest Charitable Trust Board,"  624004,"
  CC48517,  Greerton,  Tauranga,-37.671696,176.139348,  Kidz Need Dadz Charitable Trust Bay Of Plenty (Incorporated),"  12135,"
  CC49362,  Remuera,  Auckland,-36.873174,174.799015,  CHK Charitable Trust,"  847,"
  CC48952,   ,  Invercargill,-46.406304,168.368637,  Southland Greyhound Adoption,"  332765,"
  CC49320,  Hillcrest,  Hamilton,-37.800497,175.317936,  Hillcrest Normal School Parent Teacher Association,"  160129,"
  CC48602,  Rosedale,  Auckland,-36.73725,174.717768,  4 Our Kids,"  300000,"
  CC48626,  Paraparaumu Beach,  Paraparaumu,-40.913139,174.980863,  Youthquest New Zealand Charitable Trust,"  32110,"
  CC48271,  Newlands,  Wellington,-41.224904,174.823043,  Pan Pacific And Southeast Asia Women's Association New Zealand Branch Incorporated,"  1702,"
  CC48270,  null,  Wanganui,failed,failed,  Pan Pacific And Southeast Asia Women's Association New Zealand Branch Incorporated Whanganui Area Group,"  36765,"
  CC48269,  Green Bay,  Auckland,-36.930219,174.679027,  Pan Pacific And Southeast Asia Women's Association New Zealand Branch Incorporated Auckland Area Group,"  3257,"
  CC48619,   ,  Poukawa,failed,failed,  Youthquest Hawke's Bay Charitable Trust,"  12817,"
  CC49413,  Bellevue,  Tauranga,-37.671696,176.139348,  Life Edge Charitable Trust,"  22571,"
  CC48459,   ,  Whakatane,-37.958777,176.978597,  R.E.K.A. Trust,"  2100,"
  CC48382,  Avonhead,  Christchurch,-43.511728,172.555141,  Serbian Orthodox Mission St Nicholas Trust,"  0,"
  CC48460,  Devonport,  Auckland,-36.828465,174.798784,  Devonport RSA Poppy Day Trust,"  23611,"
  CC49968,  Wellington Central,  Wellington,-41.286417,174.781953,  Fundraising Institute of New Zealand Educational Trust,"  340,"
  CC48492,  Moera,  Lower Hutt,-41.227685,174.903116,  Special Olympics Bay Of Islands,"  7205,"
  CC48638,  Ellerslie,  Auckland,-36.897601,174.809993,  Vahefonua Tonga Methodist Mission Charitable Trust,"  0,"
  CC48463,  Onerahi,  Whangarei,-35.764584,174.362831,  Rotary Club Of Whangarei City Charitable Trust,"  12400,"
  CC48465,   ,  Wallacetown,-46.335207,168.287186,  Fountain of Peace Children's Foundation New Zealand,"  11584677,"
  CC48469,  Auckland Central,  Auckland,-36.846877,174.76651,  KING SEJONG INSTITUTE AUCKLAND,"  10934,"
  CC49350,   ,  Timaru,-44.40316,171.238033,  Fale Pasifika O Aoraki Trust Society Incorporated,"  3888,"
  CC48680,  null,  Whakamarama,failed,failed,  Whakamarama School Support Team,"  0,"
  CC48495,  null,  Levin,failed,failed,  Horowhenua Prisoners Aid And Rehabilitation Society Incorporated,"  2826,"
  CC48462,   ,  Christchurch,-43.517364,172.610876,  Pioneer Basketball Club Incorporated,"  22610,"
  CC48483,  Onehunga,  Auckland,-36.921341,174.782703,  Methodist Church Samoa (New Zealand) Onehunga Parish,"  12378,"
  CC48530,  7 City Road,  Auckland Central,-36.846877,174.76651,  The Maureen Raison Charitable Trust,"  29642,"
  CC48464,   ,  Te Aroha,-37.529469,175.707312,  Youth Empowerment Service Charitable Trust,"  27741,"
  CC48471,  Awapuni,  Palmerston North,-40.382751,175.582342,  Manawatu Deaf Society Incorporated,"  98585,"
  CC48851,   ,  Edendale,-46.314305,168.786469,  Seaward Downs Play Group,"  95582,"
  CC48873,  Saint Johns,  Auckland,-36.876134,174.843629,  The University of Auckland Formula SAE Team Incorporated,"  215248,"
  CC48480,  Onekawa,  Napier,-39.529748,176.848864,  Ranichauri Eastwoodhill Trust,"  15102,"
  CC49135,  Te Atatu Peninsula,  Auckland,-36.842085,174.652596,  Love to Live New Zealand Trust,"  0,"
  CC48762,  Avonhead,  Christchurch ,-43.511728,172.555141,  THE C G TATE CHARITABLE TRUST,"  36,"
  CC49328,  Paraparaumu Beach,  Paraparaumu,-40.913139,174.980863,  Mars Society New Zealand Charitable Trust,"  69804,"
  CC48479,  Beach Haven,  Auckland,-36.791673,174.68797,  The Tonar Street Athletics Trust,"  128797,"
  CC48214,  null,  Greymouth,failed,failed,  West Coast Recreation Trust,"  0,"
  CC49288,  Takapu Valley,  Wellington,-41.281385,175.32902,  Camelid Health Trust,"  194621,"
  CC48985,  Newtown,  Wellington,-41.312527,174.779118,  CAPITAL GYMNASTIC CLUB INCORPORATED,"  107,"
  CC48477,   ,  KatiKati,-37.54107,175.926623,  The Matahui Road School Foundation Trust,"  81053,"
  CC49181,   ,  Kamo,failed,failed,  Thomas Neale Charitable Trust,"  49034,"
  CC50009,  Matua,  Tauranga,-37.663624,176.130556,  Arts Kitchen Charitable Trust,"  170841,"
  CC48611,  Wadestown,  Wellington,-41.263602,174.778383,  WELLINGTON MOUNTAIN BIKE CLUB INCORPORATED,"  0,"
  CC49711,   ,  Whakatane,-37.958777,176.978597,  Whakatane Menz Shed Incorporated,"  0,"
  CC48973,  Remuera,  Auckland,-36.873174,174.799015,  College Rifles Badminton Club Incorporated,"  1140127,"
  CC48501,  Bethlehem,  Tauranga,-37.671696,176.139348,  Thinking Matters New Zealand Foundation,"  22001,"
  CC48569,   ,  Tauranga,-37.671696,176.139348,  Live More Awesome Foundation,"  852,"
  CC48481,   ,  Picton,-41.285898,174.017775,  Picton Memorial Park Trust Incorporated,"  15784,"
  CC49186,  Tinwald,  Ashburton,-43.919287,171.726437,  Ashburton Pottery Society Incorporated,"  0,"
  CC49050,  Wellington Central,  Wellington,-41.286417,174.781953,  National Council of Women of New Zealand Incorporated,"  139643,"
  CC48700,   ,  Nelson,-41.275126,173.26119,  @Your Potential Charitable Trust,"  35000,"
  CC48484,   ,  Nelson,-41.275126,173.26119,  The Samoan Congregational Christian Church (Nelson) Trust Board,"  0,"
  CC48932,  Raumanga,  Whangarei,-35.741807,174.297791,  The Shining Star Te Whetu Marama Charitable Trust,"  95568,"
  CC48475,   ,  Fairlie,-44.096363,170.825142,  The Fairlie Community Vehicle Trust,"  2179,"
  CC48559,  Wainoni,  Christchurch,-43.517242,172.677613,  Whanau Tautoko Charitable Trust,"  0,"
  CC48869,   ,  Pahiatua,-40.456847,175.838609,  Pahiatua School Community Association (PSCA),"  0,"
  CC49127,  Mount Roskill,  Auckland,-36.905534,174.742405,  Te Manawanui Trust,"  2998789,"
  CC49978,  Richmond,  Invercargill,-46.408328,168.369637,  BLUFF 2024 Rejuvenation Community Action Group,"  0,"
  CC48529,   ,  Geraldine,-44.093925,171.239349,  The Geraldine Academy of Performance & Arts Incorporated,"  0,"
  CC48675,   ,  Carterton ,-41.14178,175.650355,  Howard Booth Park Sports Trust,"  10,"
  CC48504,  Brown Owl,  Upper Hutt,-41.133517,175.041802,  New Life Charitable Trust Wellington,"  7915,"
  CC48670,   ,  Kaikoura,-42.156681,173.67368,  The Kaikoura Health Facility Charitable Trust,"  135529,"
  CC48711,  50 Customhouse Quay,  Wellington,-41.284058,174.777355,  The Heart Research Institute (NZ) Limited,"  204331,"
  CC48785,   ,  Hamilton,-37.771428,175.266497,  Horsham Downs School Parent Association Incorporated,"  926498,"
  CC48499,  Addington,  Christchurch,-43.541378,172.615181,  Adult Conductive Education Trust,"  15104,"
  CC48650,  East Tamaki,  Auckland,-36.952683,174.883415,  SHOWERS OF BLESSINGS SAMOAN CHRISTIAN CHURCH,"  73472,"
  CC48378,  Otara,  Auckland,-36.957084,174.875806,  Voice of Christ Full Gospel Church (Otara),"  0,"
  CC48342,  Burnside,  Christchurch,-43.497991,172.569812,  Families for Families NZ,"  13950,"
  CC48505,   ,  Hamilton,-37.771428,175.266497,  Outreach2day Trust,"  4450,"
  CC48380,  Petone,  Lower Hutt,-41.224432,174.887612,  The Olive Tree Church,"  3210,"
  CC49401,  Mount Eden,  Auckland,-36.878716,174.763564,  Community mental health resources trust,"  490794,"
  CC49705,  Riccarton,  Christchurch,-43.528916,172.599093,  Samoan Assembly of God (Sydenham) Trust,"  878943,"
  CC49859,   ,  Lower Hutt,-41.213341,174.92975,  Jean Wightman Trust,"  3039,"
  CC48649,   ,  Lyttelton,-43.600443,172.7199,  St Joseph's School Education Trust,"  6213,"
  CC49476,  Sunnyvale,  Auckland,-36.896873,174.639461,  The Voice Of Christ Full Gospel Church Avondale Auckland Trust,"  4050,"
  CC48537,   ,  Moerewa,-35.389385,174.011177,  Ohaeawai Community Education Trust,"  0,"
  CC48486,  Windsor,  Invercargill,-46.403341,168.358794,  East Congregation of Jehovah's Witnesses Invercargill,"  0,"
  CC49211,   ,  Saint Arnaud,failed,failed,  Friends Of Rotoiti Trust,"  4927,"
  CC48898,   ,  Pongakawa,failed,failed,  Youth Encounter Ministries Trust,"  3500,"
  CC48491,  null,  null,failed,failed,  Te Roopu Whakaruruhau O Nga Wahine Maori Incorporated,"  0,"
  CC48521,   ,  Rotorua,-38.145007,176.223432,  Arawa Park Community Trust,"  6163,"
  CC48585,  Papatoetoe,  Auckland,-36.987276,174.845568,  Samoan Assemblies of God in New Zealand Incorporated - Bible College,"  767,"
  CC49178,  Daelfield,  Queenstown,failed,failed,  Lower Shotover Conservation Trust,"  5235,"
  CC48605,   ,  Carterton,-41.14178,175.650355,  The Wairarapa Arts Festival Trust,"  0,"
  CC48997,  Fairfield,  Lower Hutt,-41.213341,174.92975,  The Common Unity Project,"  61999,"
  CC48736,  Orakei,  Auckland,-36.858044,174.815568,  Kelly Tarlton's Marine Wildlife Trust,"  89690,"
  CC50245,  Petone,  Lower Hutt,-41.224432,174.887612,  Wellington Maori District Council,"  9925,"
  CC48906,   ,  Greymouth,-42.464817,171.200371,  Pike River 29 Legacy Charitable Trust ,"  13798,"
  CC49258,  Parnell,  Auckland,-36.855192,174.782944,  The Fernyhough Visual Arts and Education Trust,"  17692,"
  CC49109,   ,  Pukekohe,-37.201948,174.895319,  The Puhinui Trust,"  1015,"
  CC49560,   ,  Te Awamutu,-38.016637,175.321518,  Hei Manaaki Nga Kaumatua Charitable Trust,"  5507,"
  CC48950,  Tauraroa,  Whangarei,-35.864922,174.207114,  Tauraroa School Community Library ,"  178635,"
  CC49119,  Wattle Downs,  Auckland,-37.045348,174.893509,  Te Manawa O Te Matua Charitable Trust,"  23385,"
  CC48633,  Henderson,  Auckland,-36.877819,174.632171,  The Deeper Christian Life Ministry Trust New Zealand,"  20055,"
  CC49414,   ,  Waipukurau,-39.999297,176.550172,  Waipukurau and District Returned Services Association Incorporated Trust Welfare,"  11658,"
  CC48494,  Mount Pleasant,  Christchurch,-43.517364,172.610876,  Brydie Lauder Charitable Trust,"  31539,"
  CC49687,  Auckland Central,  Auckland,-36.846877,174.76651,  Auckland City Church,"  500,"
  CC50006,  Auckland Central,  Auckland,-36.846877,174.76651,  CC50006,"  1500,"
  CC48545,   ,  Oamaru,-45.081334,170.978777,  Waitaki High Old Boys' Association Incorporated,"  38298,"
  CC48816,  Forrest Hill,  Auckland,-36.76839,174.749048,  Jesus Love Presbyterian Church,"  42200,"
  CC48731,   ,  Little River,failed,failed,  TE WHARE TU TAUA KI WAITAHA CHARITABLE TRUST,"  4463909,"
  CC48786,  Linwood,  Christchurch,-43.517364,172.610876,  Greening the Rubble Trust,"  4000,"
  CC48676,  Nelson Park Jull St,  Napier,-39.495795,176.907237,  HB Cricket Charitable Trust,"  451858,"
  CC48513,  Ohinemutu,  Rotorua,-38.128598,176.245854,  Manaaki Ora Trust,"  0,"
  CC48741,   ,  Dargaville,-35.935326,173.869868,  Northern Wairoa Cricket Club Incorporated,"  2295203,"
  CC48742,  Takapuna,  Auckland,-36.786134,174.772268,  Partners Life New Zealand Health Foundation,"  4977634,"
  CC48506,   ,  Putaruru,-38.054804,175.776919,  Central North Island Kindergarten Trust,"  173289,"
  CC49403,  Henderson,  Auckland,-36.877819,174.632171,  Charisma Christian Ministries Trust,"  649546,"
  CC48822,  Mount Wellington,  Auckland,-36.907936,174.854237,  Embroidery Conference 2016 Incorporated,"  365453,"
  CC48889,  Point Chevalier,  Auckland,-36.861858,174.705437,  The Mount Albert Grammar School Community Swimming Pool Trust Board,"  728493,"
  CC48737,  Lansdowne,  Masterton,-40.94895,175.677884,  Wairarapa Community Initiative Incorporated,"  5274,"
  CC48781,  Weedons,  Christchurch,-43.517364,172.610876,  Weedons Cricket Club,"  5126,"
  CC48801,  Harbour View,  Lower Hutt,-41.213341,174.92975,  The Prue Blythe Memorial Trust,"  964,"
  CC48701,  New Lynn,  Auckland,-36.908656,174.683636,  Fruitvale School Parent Teachers Association ,"  14622,"
  CC50083,  Mount Roskill,  Auckland,-36.905534,174.742405,  Iqra Academy,"  657741,"
  CC49318,  Te Atatu Peninsula,  Auckland,-36.842085,174.652596,  Te Atatu Tu Tangata Incorporated Society,"  5783,"
  CC48738,  West Harbour,  Auckland,-36.819917,174.627409,  The Drawing of Heaven Church,"  7360,"
  CC48967,  Elgin,  Gisborne,-38.664066,177.983616,  Te Tairawhiti Archival Central Trust,"  244124,"
  CC48554,   ,  Richmond,-41.344738,173.191843,  Te Waipounamu Maori Cultural Council Incorporated,"  219347,"
  CC48665,  Manurewa,  Auckland,-37.028328,174.894636,  Salvation For Freedom Church In New Zealand Charitable Trust,"  0,"
  CC49121,  Favona,  Auckland,-36.953449,174.806211,  Yeshua Ethos Incorporated,"  178379,"
  CC49046,  null,  Blenheim,failed,failed,  The Whanau Mission Services Trust Ki Te Tau Ihu,"  89230,"
  CC49971,  Harewood,  Christchurch,-43.479863,172.558357,  Coptic Orthodox Church New Zealand Parish of St Mary and St Anthanasious Christchurch,"  9151,"
  CC48601,  Rd110,  Oamaru,-45.081334,170.978777,  The Memorial Oaks Committee,"  3582267,"
  CC48512,  Whalers Gate,  New Plymouth,-39.060888,174.060195,  New Plymouth Stroke Support Trust,"  38716,"
  CC48502,  Russley,  Christchurch,-43.519796,172.544898,  SmileDial,"  11799,"
  CC48721,  Penrose,  Auckland,-36.911699,174.81371,  Alphacrucis International College Limited,"  338070,"
  CC48928,  Tawa,  Wellington,-41.179992,174.81953,  The Filipino Chaplaincy Pastoral Council Wellington Archdiocese,"  255995,"
  CC48740,  71 Bank Street,  Whangarei,-35.718616,174.321633,  Volunteering Northland,"  546032,"
  CC48704,  Christchurch Central,  Christchurch,-43.530658,172.633547,  C3 New Zealand Pacific Trust,"  20362,"
  CC48651,   ,  Tuakau,-37.264624,174.942741,  Eden Christian Academy,"  100819,"
  CC48655,   ,  Westport,-41.757325,171.607033,  Seddonville Community Association,"  10051,"
  CC48503,  Paraparaumu Beach,  Paraparaumu,-40.913139,174.980863,  Go Anywhere Trust,"  201108,"
  CC49253,   ,  Waipu,-35.986444,174.443277,  Tuia Charitable Trust,"  17810,"
  CC49869,  Frankton,  Hamilton,-37.790312,175.266986,  Kaainga Ora Trust,"  89360,"
  CC48926,  null,  Stratford,failed,failed,  Leo Stockwell Charitable Trust,"  124649,"
  CC50388,  Freemans Bay,  Auckland,-36.85456,174.751326,  SkyPath,"  1082,"
  CC48493,   ,  Levin,-40.620966,175.296096,  Moewhare Marae,"  1469,"
  CC48881,  Otara,  Auckland,-36.957084,174.875806,  Samoan Methodist Churches of Samoa (Otara Parish) in New Zealand,"  30246,"
  CC49437,  29 Norfolk Street,  Balclutha,-46.248098,169.721826,  Operation Sugar Limited,"  157236,"
  CC48523,  null,  Queenstown,failed,failed,  Wakatipu Golf Life Skills Trust,"  14832,"
  CC49336,   ,  Whangarei,-35.704699,174.322321,  Te Puna O Te Ao Marama Trust,"  70171,"
  CC48953,  Papamoa,  Te Puke,-37.789006,176.323555,  Empower Church Charitable Trust,"  0,"
  CC48659,  Favona,  Auckland,-36.953449,174.806211,  Blessed Hope Christian Centre Trust,"  2378,"
  CC49588,  Gate Pa,  Tauranga,-37.671696,176.139348,  The New Zealand Cuban Festival Trust,"  304,"
  CC48969,  Newmarket,  Auckland,-36.868318,174.776811,  GRA Charitable Trust,"  0,"
  CC48687,  Burnside,  Christchurch,-43.497991,172.569812,  The Arts Circus Trust,"  22868,"
  CC48510,   ,  Wanaka,-44.676512,169.133045,  Wanaka Concert Society Incorporated,"  0,"
  CC49113,  Okahu Bay,  Auckland,-36.905451,174.672404,  Akarana Marine Sports Charitable Trust,"  0,"
  CC48749,   ,  Matamata,-37.807917,175.766935,  Mahanaim Trust,"  6300,"
  CC48672,  null,  Riverhead,failed,failed,  Hare Krishna Veggie Burgers,"  6954,"
  CC48733,  Flat Bush,  Auckland,-36.962284,174.924335,  Methodist Church Samoa New Zealand Botany Parish,"  6727,"
  CC49185,  Whakamarama,  Tauranga,-37.671696,176.139348,  Heilala Vanilla Foundation,"  1013,"
  CC49143,  Glendene,  Auckland,-36.889232,174.650116,  SAINTZ UP PERFORMING ARTS TRUST,"  25932,"
  CC48541,  null,  Invercargill,failed,failed,  Volunteer South Charitable Trust,"  250,"
  CC49071,  Hutt Central,  Lower Hutt,-41.213341,174.92975,  Hutt Art Society Incorporated,"  0,"
  CC49788,   ,  Invercargill,-46.406304,168.368637,  Omaui Tracks Trust Incorporated,"  71386,"
  CC48511,  Moera,  Lower Hutt,-41.227685,174.903116,  Special Olympics Tairawhiti,"  718,"
  CC48525,  Devonport,  Auckland,-36.828465,174.798784,  The Imani Children's Trust Board,"  31487,"
  CC49442,  Glengarry,  Invercargill,-46.399039,168.382067,  Glengarry Community Action Group,"  18930,"
  CC48974,   ,  Gore,-46.101325,168.936285,  St Peters College Hostel Charitable Trust,"  27938,"
  CC48794,  Dipton,  Dipton,-46.442639,168.367401,  Dipton Volunteer Fire Brigade,"  164771,"
  CC48643,  Mairangi Bay,  Auckland,-36.738884,174.755859,  Futurecaster Trust,"  687,"
  CC48784,  Kelburn,  Wellington,-41.288633,174.763266,  Maori Association of Social Science Inc,"  283907,"
  CC49160,  Ilam,  Christchurch,-43.523548,172.583004,  Ma'ufanga Canterbury Community Charitable Trust,"  172520,"
  CC48608,   ,  Waikanae,-40.877681,175.057092,  Ruakohatu Charitable Trust,"  0,"
  CC48819,   ,  Wairoa,-38.868197,177.170692,  Te Poho o Hinemihi Marae,"  38330,"
  CC48857,  Onehunga,  Auckland,-36.921341,174.782703,  Glad Tidings Ministries Trust,"  518249,"
  CC48531,  Te Aro,  Wellington,-41.291691,174.778485,  InsideOUT Koaro,"  4146,"
  CC49293,  Mount Albert,  Auckland,-36.882768,174.716951,  Paikea Whitireia Trust Maori Reservation ,"  685469,"
  CC49201,  Port Taranaki,  New Plymouth,-39.056464,174.032002,  Rangimarie Maori Arts & Crafts Society Incorporated,"  1,"
  CC49019,  Northcote Point,  Auckland,-36.825134,174.746194,  De Paul House Charitable Trust Board,"  239022,"
  CC49321,  Te Atatu Peninsula,  Auckland,-36.842085,174.652596,  Thursday's Babies Charitable Trust,"  1169,"
  CC49112,  Wiri,  Auckland,-37.00143,174.883206,  Jesus First Ministries,"  0,"
  CC48567,  Newmarket,  Auckland,-36.868318,174.776811,  Spiritual Assembly of The Baha'is of Waitaki District,"  75079,"
  CC48516,  Te Aro,  Wellington,-41.291691,174.778485,  Wish for a Smile charitable trust,"  0,"
  CC48520,  Takapuna,  Auckland,-36.786134,174.772268,  The French Film Arts Trust,"  40,"
  CC48708,   ,  Waimate,-44.645199,170.759323,  Waimate District Cooperating Venture,"  0,"
  CC48565,  Newmarket,  Auckland,-36.868318,174.776811,  Spiritual Assembly of The Baha'is of Tasman District,"  10157,"
  CC48514,  Avondale,  Auckland,-36.905451,174.672404,  Cheng Heng Temple Charitable Trust,"  14090,"
  CC48607,  Dunedin Central,  Dunedin,-45.876379,170.50428,  The Otago Law Practitioner's Benevolent Fund,"  48451,"
  CC49116,   ,  Waipu,-35.986444,174.443277,  Waipu Alumni Of District Education Trust WADE Trust,"  0,"
  CC48892,  Wellington Central,  Wellington,-41.286417,174.781953,  FKM Thrift Sales Trust,"  120197,"
  CC49043,  Wainoni,  Christchurch,-43.517242,172.677613,  Maori Community Leaders Forum,"  3264,"
  CC48992,   ,  Amberley,-43.156349,172.727514,  Amberley Christian Church Trust,"  0,"
  CC48883,   ,  New Plymouth,-39.060888,174.060195,  Music Innovation Trust Of Taranaki ,"  1109300,"
  CC48461,   ,  Pukekohe,-37.201948,174.895319,  Apopo Education Trust,"  2191000,"
  CC48832,  Riccarton,  Christchurch,-43.528916,172.599093,  Giving Back Caring Together Trust,"  0,"
  CC48921,  Auckland Central,  Auckland,-36.846877,174.76651,  Lloyd's Register International,"  2820,"
  CC50753,  Gulf Harbour,  WHANGAPARAOA,-36.615475,174.719458,  JMJ Christian Trust,"  29146,"
  CC48868,  Wiri,  Auckland,-37.00143,174.883206,  Rawiri Residents Association Incorporated,"  167260,"
  CC48562,   ,  Takaka,-40.859364,172.806521,  Rites of Passage Foundation,"  15839,"
  CC48538,  Blockhouse Bay,  Auckland,-36.920071,174.699908,  Blockhouse Bay Chinese Church Trust,"  29172,"
  CC48543,   ,  Taupo,-38.689766,176.087759,  Taupo Primary School PTA,"  14175,"
  CC48550,  Manurewa,  Auckland,-37.028328,174.894636,  Safer South Auckland Trust,"  0,"
  CC49395,  Rotorua,  null,-38.145007,176.223432,  Philippine Club of Rotorua Incorporated,"  14530,"
  CC48377,  Poraiti,  Napier,-39.529748,176.848864,  New Zealand Fallen Heroes' Trust,"  215770,"
  CC48615,  Hamilton Central,  Hamilton,-37.790026,175.285381,  The Chartwell Foundation (1976),"  0,"
  CC49168,  Ranui,  Auckland,-36.865191,174.598206,  Transformed-Youth Ministry,"  11871,"
  CC48544,   ,  Alexandra,-45.250084,169.387638,  Alexandra-Clyde Neighbourhood Support Charitable Trust,"  1773561,"
  CC49292,  Clouston Park,  Upper Hutt,-41.116472,175.085052,  Momentum 2012 Limited,"  138735,"
  CC50091,  Pakuranga,  Auckland,-36.923398,174.898094,  Howick-Pakuranga Hockey Club Incorporated,"  157333,"
  CC49138,   ,  Te Puke,-37.789006,176.323555,  Te Puke Repertory Society Incorporated,"  122795,"
  CC48865,  Half Moon Bay,  Auckland,-36.888339,174.895603,  Tennis Pakuranga Supporters' Charitable Trust,"  30068,"
  CC48866,  Riccarton,  Christchurch,-43.528916,172.599093,  The Canterbury Earthquake Survivors Trust,"  1790321,"
  CC49600,  Pakuranga Heights,  Auckland,-36.923398,174.898094,  Howick Pakuranga Netball Centre Incorporated,"  14248,"
  CC48552,  Stratford,  Taranaki,-39.239549,174.629511,  Taranaki Synthetic Turf Trust,"  700,"
  CC49069,   ,  Gore,-46.101325,168.936285,  Tapanui Primary School PTA,"  0,"
  CC48548,  Tauranga South,  Tauranga,-37.710698,176.150299,  ACK Tauranga Congregation Trust,"  0,"
  CC49322,  Wairau Valley,  Auckland,-36.777676,174.733642,  the hansol charitable trust,"  371723,"
  CC48470,  Papatoetoe,  Auckland,-36.987276,174.845568,  FATUGATITI PRESCHOOL INCORPORATED,"  7862,"
  CC48542,  Mangere East,  Auckland,-36.968395,174.828603,  Come Bless The Lord Samoan Assembly of God,"  423,"
  CC50134,  Papatoetoe,  Auckland,-36.987276,174.845568,  Peer Baba Ghaus Pak Charitable Trust,"  4561298,"
  CC49031,  Christchurch Central,  Christchurch,-43.530658,172.633547,  Family Help Trust Foundation,"  0,"
  CC48821,  Pakuranga,  Auckland,-36.923398,174.898094,  Pakuranga Outrigger Canoe Club Te Tahawai O Pakuranga Incorporated,"  2984,"
  CC48994,  Taoroa,  Taihape,failed,failed,  Kaikoura Wildlife Recovery,"  0,"
  CC48724,  Mount Eden,  Auckland,-36.878716,174.763564,  Nga Rangatahi Toa Creative Arts Initiative,"  7453,"
  CC48745,  Takapuna,  Auckland,-36.786134,174.772268,  Khaniqahi Nimatullahi Inc,"  3001,"
  CC48850,  Stokes Valley,  Lower Hutt,-41.172291,174.981458,  Koraunui Marae Charitable Trust,"  0,"
  CC49278,   ,  Christchurch,-43.517364,172.610876,  Craigieburn Valley Ski Club Incorporated,"  5191409,"
  CC48956,  Mount Roskill,  Auckland,-36.905534,174.742405,  The Helping Hands Project,"  305104,"
